pkd_section;pkd_2025;pkd_name;year;revenue;net_profit;investments;firms;profitable_firms;profit_margin;profitable_share;bank_debt;total_liab;leverage_bank_to_rev;leverage_tot_to_rev;invest_intensity;cagr_revenue;cagr_net_profit;cagr_investments;cagr_firms;profit_margin_std_3y;size_index;growth_index;profit_index;risk_index;outlook_index;current_index;future_index;main_index;class;Pred1;Pred2;Pred3
82;82;DZIAŁALNOŚĆ ZWIĄZANA Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA I POZOSTAŁA DZIAŁALNOŚĆ WSPOMAGAJĄCA PROWADZENIE DZIAŁALNOŚCI GOSPODARCZEJ;2018;29467.54;968.14;1163.68;950.0;681.0;0.0328544561235854;0.716842105263158;4711.14;18071.3;0.1598755783482435;0.6132612359226457;0.0394902323030697;0.0862290980098465;-0.0158519845070977;0.1854206111298282;0.0266199427635345;0.0010591788424252;2.8893057610025767;8.569562029322828;66.25403788339374;96.35782490595842;13.439209784363904;48.191108602167176;36.853899994329936;43.65622515903228;Trudna teraźniejszość, dobra przyszłość;2171.2000288236436;2171.2000288236436;2171.2000288236436
18;18;POLIGRAFIA I REPRODUKCJA ZAPISANYCH NOŚNIKÓW INFORMACJI;2018;35111.79;1797.62;2264.91;1055.0;824.0;0.0511970480570771;0.781042654028436;5015.29;12032.23;0.1428377761429992;0.3426834690000139;0.0645056831337849;0.0390349405817123;-0.0490609053906136;0.0271687884007516;-0.0108200143828108;0.0102011426656265;3.266300761016573;7.726249156689485;73.81684544510554;94.72640172955076;10.401165459638658;49.4569543215173;34.89626144972754;43.632677172801394;Stabilne, ale bez dynamiki;2246.635729573288;2246.635729573288;2246.635729573288
21;21;PRODUKCJA PODSTAWOWYCH SUBSTANCJI FARMACEUTYCZNYCH ORAZ LEKÓW I POZOSTAŁYCH WYROBÓW FARMACEUTYCZNYCH;2018;29248.59;2416.4;1620.95;186.0;152.0;0.0826159483243465;0.8172043010752689;4315.85;11983.94;0.147557540380579;0.4097271013748013;0.0554197655339966;-0.0497651671104637;0.1537622746171878;0.117776222681101;-0.0515404432582642;0.0212437951856674;1.1326888402301658;6.383601551384994;83.08077509971716;90.84069094560208;12.140604517883098;49.8448392145022;34.023529556249365;43.516315351201065;Stabilne, ale bez dynamiki;1932.4954127332448;1932.4954127332448;1932.4954127332448
14;14;PRODUKCJA ODZIEŻY;2018;13178.5;1059.43;362.52;1144.0;753.0;0.0803907880259513;0.6582167832167832;1304.73;3706.94;0.0990044390484501;0.2812869446446864;0.0275084417801722;0.0096144918854377;0.116316848653144;0.035382526104901;-0.0525246643734765;0.0133401593885085;2.9406545016038104;7.371755269916326;74.60335859216987;94.25438235817391;10.5588489465429;49.35822407329448;34.71138086704423;43.49948679079438;Branże ryzykowne / schyłkowe;838.9302746679659;838.9302746679659;838.9302746679659
52;52;MAGAZYNOWANIE I DZIAŁALNOŚĆ USŁUGOWA WSPOMAGAJĄCA TRANSPORT;2018;143438.94;4148.389999999999;32882.9;1940.0;1539.0;0.0289209471291407;0.7932989690721649;51571.37;113882.58;0.3595353535100022;0.7939446568693271;0.2292466745780469;0.1013920553160385;0.2661980651452083;0.0227868487428732;0.030266008656266;0.0074569717766284;7.910970072470258;9.090218226844296;69.14344157802452;92.28383667232208;10.317043035774407;48.82575996740788;34.539033684059675;43.1110694540686;Branże ryzykowne / schyłkowe;13453.150898068758;13453.150898068758;13453.150898068758
37;37;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;2018;16767.44;1032.96;4360.32;704.0;598.0;0.0616051108577099;0.8494318181818182;5561.740000000001;9908.56;0.3316988162772612;0.5909405371362594;0.2600468527097756;0.0356041004085685;-0.0811348219343345;-0.0964657268001892;0.0146219517153269;0.012766336704923;2.0187039484734908;7.637652183909556;79.7061840844203;91.64981016434442;8.027687980713148;49.73464290608048;32.99731389676145;43.03971130235287;Stabilne, ale bez dynamiki;1510.798888851537;1510.798888851537;1510.798888851537
68;68;DZIAŁALNOŚĆ ZWIĄZANA Z OBSŁUGĄ RYNKU NIERUCHOMOŚCI;2018;93439.53;5535.52;7375.8;5069.0;4425.0;0.0592417363400693;0.8729532452160189;47415.37;94924.41;0.5074444402706221;1.0158913470562192;0.0789366128018837;0.0219792515824588;0.0017627309989749;-0.0473068830545762;-0.01250371559745;0.0212137963693462;13.876202111671494;7.479289085840378;80.3214159614285;85.96680485707;8.971416423620836;50.51545814127252;31.622394752321448;42.95823278569209;Stabilne, ale bez dynamiki;9946.227022842124;9946.227022842124;9946.227022842124
30;30;PRODUKCJA POZOSTAŁEGO SPRZĘTU TRANSPORTOWEGO;2018;52432.59;2236.38;2056.73;437.0;316.0;0.0426524800701243;0.7231121281464531;8927.76;28445.4;0.1702711996489206;0.5425137304870883;0.0392261759337084;0.0316624235808595;0.2291906992651444;-0.0390051638921931;0.0077462420473128;0.0032678535178411;2.267925724943152;7.855314760101249;68.89265447679276;95.90018699975724;9.130788937325898;48.4106335541393;34.77896610288791;42.95796657363874;Branże ryzykowne / schyłkowe;3660.801811858645;3660.801811858645;3660.801811858645
26;26;PRODUKCJA KOMPUTERÓW, WYROBÓW ELEKTRONICZNYCH I OPTYCZNYCH;2018;89014.62;2052.44;2120.77;877.0;625.0;0.0230573359746971;0.7126567844925884;5137.150000000001;25463.75;0.0577113063000212;0.2860625591616298;0.0238249626859048;0.026573146040838;-0.1169515081144977;0.0312688533857856;0.0132672506576692;0.0059199734277687;4.159956565746213;7.449168755726388;63.719870870906;96.87244125678238;10.479876585640108;47.68598359684205;35.48843363800867;42.806963613308696;Trudna teraźniejszość, dobra przyszłość;4831.1403508436015;4831.1403508436015;4831.1403508436015
13;13;PRODUKCJA WYROBÓW TEKSTYLNYCH;2018;33185.88;1117.7;1532.9;947.0;697.0;0.0336799867895623;0.7360084477296727;5239.58;11316.96;0.1578858237298513;0.3410173242354881;0.0461913319761296;0.0779646114765326;-0.0589288876813828;0.1621435393631449;-0.0110163866929865;0.014411775873145;2.9722222214772938;8.387597906000554;67.40825717186547;93.286676248241;12.992347469873792;47.52941108823427;35.69922123422199;42.79733514662935;Trudna teraźniejszość, dobra przyszłość;2089.7228881117962;2089.7228881117962;2089.7228881117962
92;92;DZIAŁALNOŚĆ ZWIĄZANA Z GRAMI LOSOWYMI I ZAKŁADAMI WZAJEMNYMI;2018;29252.74;727.28;262.56;38.0;20.0;0.0248619445563048;0.5263157894736842;240.0;2061.5;0.0082043596599839;0.0704720309960707;0.0089755694680224;0.157726456822866;0.0985651965584608;0.3101960674926685;0.0589558960637233;0.0079984266316424;0.7935262665813163;9.906136682548969;54.8310629078775;97.46626402750933;15.834590516989614;45.58288435917567;38.54555641981332;42.767953183430734;Trudna teraźniejszość, dobra przyszłość;1271.1658574199314;1271.1658574199314;1271.1658574199314
71;71;"DZIAŁALNOŚĆ W ZAKRESIE ARCHITEKTURY I INŻYNIERII; BADANIA I ANALIZY TECHNICZNE";2018;30122.89;1570.19;940.13;2203.0;1738.0;0.0521261406193097;0.7889241942805265;3125.78;9773.82;0.1037675999879161;0.3244648836814794;0.0312098208372437;0.0057239482730429;0.0734257939745002;-0.1676909883436097;0.0114543314795623;0.0174461026535905;5.777403813798169;7.265288168363019;74.43140032977925;92.70976637074436;6.660338790811514;49.3925827985185;32.65665187805681;42.69821043033383;Stabilne, ale bez dynamiki;1918.690164768366;1918.690164768366;1918.690164768366
38;38;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";2018;55365.83;2190.84;3234.15;1941.0;1458.0;0.0395702547943379;0.7511591962905718;11168.13;23018.050000000003;0.2017152095435036;0.4157446930715208;0.0584141879567234;0.0533990538463786;-0.025338789622281;-0.2119675572733039;0.0020693281982295;0.0082513943134486;5.786403418453938;7.995449019606358;69.5635818693396;94.67235937382202;5.8103379716396;48.94874621807388;33.12447770668435;42.61903881351807;Branże ryzykowne / schyłkowe;3796.8920912518743;3796.8920912518743;3796.8920912518743
63;63;DZIAŁALNOŚĆ USŁUGOWA W ZAKRESIE INFORMACJI;2018;28810.83;2640.0;646.07;630.0;447.0;0.091632209138022;0.7095238095238096;16180.3;21808.44;0.5616047854227039;0.7569528541871234;0.0224245535446219;0.2801709941232724;0.4011413027363033;-0.0284614715814282;0.028538758545993;0.0263705500497176;2.1399058396295354;12.29323338035992;79.83635004002531;85.13754885180177;9.333201800785972;49.00164167856275;32.962515389962896;42.585991163122806;Branże ryzykowne / schyłkowe;2752.392088281801;2752.392088281801;2752.392088281801
79;79;DZIAŁALNOŚĆ ORGANIZATORÓW TURYSTYKI, POŚREDNIKÓW I AGENTÓW TURYSTYCZNYCH ORAZ POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA W ZAKRESIE REZERWACJI I DZIAŁALNOŚCI Z NIĄ ZWIĄZANE;2018;33120.18;281.26;74.21;243.0;190.0;0.0084921036057171;0.7818930041152263;603.9399999999999;6293.009999999999;0.0182348042794453;0.1900053079421669;0.0022406279192927;0.15252480575238;-0.1398548853547544;-0.1424379389551351;-0.0914397035839301;0.0089598299012588;1.356845072028953;9.59717534877463;63.72528625762159;96.56117608085458;7.1451349976015255;47.57033724026122;34.70555942792937;42.42442611532848;Branże ryzykowne / schyłkowe;1585.5788512454114;1585.5788512454114;1585.5788512454114
1;1;UPRAWY ROLNE, CHÓW I HODOWLA ZWIERZĄT, ŁOWIECTWO, WŁĄCZAJĄC DZIAŁALNOŚĆ USŁUGOWĄ;2018;46357.23;2256.78;2709.1;2439.0;1945.0;0.0486823738174174;0.7974579745797458;12483.17;21941.55;0.2692820515807351;0.4733145185767138;0.0584396436111476;-0.0315128961334532;-0.1474723406563861;-0.1014527144754345;-0.0451952817259524;0.0156745163986478;6.710430081611119;6.420754330289735;74.04086788882938;91.61587241344144;7.9319501285798975;48.94225329513444;32.58376807455131;42.39885920690119;Branże ryzykowne / schyłkowe;3477.054350540692;3477.054350540692;3477.054350540692
36;36;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;2018;15150.24;737.06;3283.28;858.0;626.0;0.0486500543885773;0.7296037296037297;5772.52;9261.86;0.3810183865074085;0.6113342098871042;0.2167147187107267;0.0517195184424621;0.0465378772143081;-0.1034036239668079;0.0227534971766474;0.0054986120036122;2.3326672145932346;8.032661756360183;70.64048609321824;93.60221246187425;7.894497482499061;48.21548414387553;33.64826125846995;42.3885949897133;Branże ryzykowne / schyłkowe;1385.6667960534946;1385.6667960534946;1385.6667960534946
55;55;ZAKWATEROWANIE;2018;18032.74;1195.08;1511.51;1226.0;884.0;0.0662727904910734;0.7210440456769984;12115.97;17660.1;0.6718873559980346;0.9793353644537656;0.0838203179328266;0.1179221886775891;0.121537837262339;-0.0835790543331268;0.0054976365808316;0.0166349418731957;3.2458484450450285;9.24178420408171;74.39445697203398;86.61332785602025;8.275080279127154;47.542228339844;32.06656572968145;41.35196329577898;Branże ryzykowne / schyłkowe;2038.4415255865556;2038.4415255865556;2038.4415255865556
39;39;DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ I POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z GOSPODARKĄ ODPADAMI;2018;1695.92;12.1;25.24;56.0;42.0;0.0071347705080428;0.75;385.02;636.1;0.2270272182650125;0.3750766545591773;0.0148827774895042;0.1949383096693584;-0.2874100376562781;-0.0190595369636769;0.012196323958554;0.0149626906329099;0.1693241193796956;10.191828968307748;61.80853476160222;92.53967896628126;9.513695735164202;45.795859446237806;34.62493067444238;41.32748793751964;Branże ryzykowne / schyłkowe;122.55052314776455;122.55052314776455;122.55052314776455
51;51;TRANSPORT LOTNICZY;2018;22556.45;2314.56;32.16;43.0;31.0;0.1026118914988839;0.7209302325581395;677.72;10373.46;0.0300455080475872;0.4598888566241584;0.001425756269271;0.2082173294342133;0.1589382057653843;-0.5146282417144665;-0.0076338854921662;0.0388824428554385;0.6432805515332335;10.83121893849171;83.01219953339717;85.64312449545544;0.0;49.2824480769155;28.942303030184146;41.14639005822296;Branże ryzykowne / schyłkowe;1399.6116635662243;1399.6116635662243;1399.6116635662243
73;73;REKLAMA, BADANIE RYNKU I OPINII PUBLICZNEJ;2018;61287.29;1189.89;663.14;1305.0;1034.0;0.0194149553683969;0.7923371647509578;3757.6;18901.5;0.0613112441421377;0.308408154447684;0.0108201880030916;0.0682034541634348;-0.0942927023116194;-0.0791261979812377;0.0470080376198809;0.0301801110869008;4.471486432553228;8.186955968942224;66.8395364727786;88.93566449541301;8.360564128446432;46.33161974556475;32.48101179068514;40.79137656361291;Branże ryzykowne / schyłkowe;3405.4304270555267;3405.4304270555267;3405.4304270555267
72;72;BADANIA NAUKOWE I PRACE ROZWOJOWE;2018;33615.21;516.24;177.75;940.0;639.0;0.0153573337783699;0.6797872340425531;2562.3;10504.71;0.0762244234083321;0.3124987170985991;0.0052877849045119;0.0735974062153235;-0.1858024456445024;-0.3251942745878802;0.0373817115655801;0.0105808866898513;2.9665438080634656;8.195645924939987;60.24914796060924;95.14101118965816;3.636664518704293;46.24681058989745;32.45566294186116;40.73035153068294;Branże ryzykowne / schyłkowe;1898.030815604277;1898.030815604277;1898.030815604277
35;35;WYTWARZANIE I ZAOPATRYWANIE W ENERGIĘ ELEKTRYCZNĄ, GAZ, PARĘ WODNĄ, GORĄCĄ WODĘ I POWIETRZE DO UKŁADÓW KLIMATYZACYJNYCH;2018;534400.69;17145.97;48040.24;1047.0;672.0;0.0320844832741514;0.6418338108882522;100250.79;351019.54000000004;0.1875947989513262;0.6568470935170388;0.0898955426124169;0.0083744528677474;0.7951287580870227;-0.1148799713547914;0.0035268005943271;0.0303517551135144;15.305184642472824;7.975004901449973;62.32090512094104;86.55936478766796;7.674179943974857;46.602823870392704;31.429982884325323;40.53368747596575;Branże ryzykowne / schyłkowe;40496.40108475676;40496.40108475676;40496.40108475676
85;85;EDUKACJA;2018;5139.53;306.45;161.13;913.0;591.0;0.0596260747578085;0.6473165388828039;720.65;1677.4900000000002;0.1402171015637616;0.3263897671576973;0.0313511157635036;0.0327098256054398;0.4031903466144162;0.0568788113465761;0.0237181562280908;0.0384805924444337;2.2169980773594764;8.03345744046638;69.13078589163138;85.70528548726526;10.97152455592877;45.44604609467591;32.510232700691;40.27172073708194;Branże ryzykowne / schyłkowe;382.1163157145532;382.1163157145532;382.1163157145532
74;74;POZOSTAŁA DZIAŁALNOŚĆ PROFESJONALNA, NAUKOWA I TECHNICZNA;2018;2463.96;164.68;164.25;336.0;113.0;0.066835500576308;0.3363095238095238;262.54999999999995;773.02;0.106556112923911;0.3137307423821815;0.066660984756246;-0.1987954967150264;-0.1791238910455589;0.0023857678970273;0.0626585691826111;0.0059904311777387;0.8297198792078813;3.510767048541616;55.29126452991052;96.4312622190918;9.925392647089216;43.79583053618215;33.95276583912571;39.85860465735958;Branże ryzykowne / schyłkowe;179.6069311901574;179.6069311901574;179.6069311901574
61;61;TELEKOMUNIKACJA;2018;81181.23999999999;3145.23;9287.07;406.0;286.0;0.0387433106466469;0.7044334975369458;53216.22;79989.87;0.6555236160472544;0.9853245651335212;0.1143992134143307;0.0107099836060047;-0.0628244355614382;0.0558879167302441;-0.0016366641362386;0.0325592152701279;2.8911090135809374;7.225785462155185;67.0310593409011;81.55546348365846;10.95250182548792;43.609072048577794;31.01537541393926;38.57159339472238;Branże ryzykowne / schyłkowe;8764.632441800266;8764.632441800266;8764.632441800266
53;53;DZIAŁALNOŚĆ POCZTOWA I KURIERSKA;2018;10783.66;117.26;295.6;50.0;18.0;0.0108738591535712;0.36;1024.7;4388.52;0.0950233965091629;0.4069601600940682;0.0274118434742935;0.0742506092047496;-0.076807935405267;0.074618280611336;-0.0370716072229105;0.0148647510103527;0.3750281402743132;8.307185776715222;43.195837428263445;93.22492674723432;11.312078572900226;40.91823945346983;34.98446518634496;38.54472974661988;Trudna teraźniejszość, dobra przyszłość;654.5003032562552;654.5003032562552;654.5003032562552
9;9;DZIAŁALNOŚĆ USŁUGOWA WSPOMAGAJĄCA GÓRNICTWO I WYDOBYWANIE;2018;6696.84;135.17000000000002;293.38;130.0;94.0;0.0201841465527024;0.7230769230769231;1164.14;2979.68;0.1738342262918033;0.4449382096630649;0.0438087217254705;0.055164100155342;0.4718584107073316;0.0655038234910601;0.010471965723432;0.0653970330597277;0.4597216779751353;8.483339069729368;63.559056940109805;76.3012501715882;11.137103496786183;40.99291838953128;29.890218171109744;36.551838302162665;Branże ryzykowne / schyłkowe;451.6964555952799;451.6964555952799;451.6964555952799
50;50;TRANSPORT WODNY;2018;2130.84;171.98;26.68;46.0;26.0;0.0807099547596253;0.5652173913043478;252.57;969.99;0.1185307202793264;0.4552148448499183;0.0125208837829212;0.0444312450306425;-0.2206768211125679;0.0117657852745596;0.0;0.0785358157558595;0.1569037492289273;7.661270375028539;70.0291287076772;72.35642822520214;10.105465824561692;41.16090898808287;28.04749590989388;35.91554375680727;Branże ryzykowne / schyłkowe;152.10476352306154;152.10476352306154;152.10476352306154
95;95;NAPRAWA I KONSERWACJA KOMPUTERÓW I ARTYKUŁÓW UŻYTKU OSOBISTEGO I DOMOWEGO;2018;2668.59;5.65;24.35;168.0;62.0;0.0021172229529451;0.369047619047619;108.57;593.44;0.0406844063719042;0.2223796087072199;0.0091246688326044;-0.2946737873415751;-0.6767334459284949;-0.3248154016772931;-0.0385002864617277;0.01584936152111;0.4495523316988673;1.4017229726741125;41.57022895905375;94.0615076021085;3.643937943275026;39.05135072990429;30.0965443497448;35.4694281778405;Branże ryzykowne / schyłkowe;155.00766634055708;155.00766634055708;155.00766634055708
93;93;DZIAŁALNOŚĆ SPORTOWA, ROZRYWKOWA I REKREACYJNA;2018;7087.94;-348.88000000000005;871.14;549.0;228.0;-0.0492216356233263;0.4153005464480874;6088.23;9460.61;0.858956198839155;1.3347474724673178;0.1229045392596438;0.1272133533127659;0.1136508176385766;0.1506221899970876;0.0372156967475054;0.0122512627822888;1.429646738909124;9.394535130554624;31.69993171993155;85.30654842914637;12.771166004465645;36.15151058914728;33.51879146969656;35.09842294136699;Branże ryzykowne / schyłkowe;935.9782988662971;935.9782988662971;935.9782988662971
5;5;WYDOBYWANIE WĘGLA KAMIENNEGO I WĘGLA BRUNATNEGO (LIGNITU);2018;30313.95;783.59;3563.89;36.0;10.0;0.0258491552569031;0.2777777777777778;1536.98;13230.2;0.0507020695092523;0.4364393290877632;0.1175660050900657;0.0589393980335624;0.3911340172725637;0.1179042591671;-0.1264195352637011;0.0543684005239758;0.8145685708870172;8.474077394833508;42.638431892552006;80.6348463446898;12.143062502334333;37.13149493943072;31.58990212279073;34.91485781277473;Branże ryzykowne / schyłkowe;1911.5169478709222;1911.5169478709222;1911.5169478709222
70;70;"DZIAŁALNOŚĆ FIRM CENTRALNYCH (HEAD OFFICES); DORADZTWO ZWIĄZANE Z ZARZĄDZANIEM";2018;48191.5;3712.41;1536.08;1701.0;1359.0;0.0770345392859736;0.798941798941799;33250.69;63927.63;0.6899700154591578;1.3265333098160463;0.0318745006899557;0.2446386158943498;0.3359637858075814;-0.0208316227835831;0.0803491170157137;0.1036573221305374;5.06299615792276;11.62133852884855;80.84315635489526;56.91757733531557;9.479676062118736;41.20399615311517;24.353545184096728;34.46381576550779;Branże ryzykowne / schyłkowe;5925.056169890715;5925.056169890715;5925.056169890715
59;59;DZIAŁALNOŚĆ ZWIĄZANA Z PRODUKCJĄ FILMÓW, NAGRAŃ WIDEO, PROGRAMÓW TELEWIZYJNYCH, NAGRAŃ DŹWIĘKOWYCH I MUZYCZNYCH;2018;6650.68;490.85;308.82;147.0;66.0;0.0738044831505951;0.4489795918367347;1398.34;2529.05;0.2102551919502968;0.3802693859875983;0.0464343495702695;0.0321659030674776;0.2010533449452411;-0.1189319038898979;-0.008909159481791;0.0784669972455576;0.4975763445204563;7.838095019791515;62.57853905260448;72.1605888617739;7.596392842188838;39.35185044553526;27.03816230134516;34.42637518785922;Branże ryzykowne / schyłkowe;458.73633819431313;458.73633819431313;458.73633819431313
77;77;WYNAJEM I DZIERŻAWA;2018;35287.17;2423.88;31430.1;617.0;509.0;0.0686901216504469;0.8249594813614263;125061.55;146727.21;3.544108241040582;4.158089469912152;0.8906948332779309;0.1448977493240395;0.2260761537708027;0.0951126497108678;0.0116096606234776;0.0074079338965328;2.2665014992366457;9.802535136924275;80.16387238636307;58.03396563015728;11.705519865758188;40.35509186971635;25.03315817642774;34.226318392400906;Branże ryzykowne / schyłkowe;13171.047780417659;13171.047780417659;13171.047780417659
90;90;DZIAŁALNOŚĆ TWÓRCZA ZWIĄZANA Z KULTURĄ I ROZRYWKĄ;2018;143.23;-13.65;9.9;18.0;12.0;-0.0953012637017384;0.6666666666666666;6.27;299.59;0.0437757453047545;2.091670739370244;0.0691195978496125;-0.2000990236317352;-1.4765494137353434;-0.0634102888372925;-0.1829420593567562;0.0285801759319779;0.0447205218937316;2.2944994254286475;33.33333333333333;81.57733316497989;8.662270786602274;33.38910224356321;28.62645809176347;31.48404458284331;Branże ryzykowne / schyłkowe;32.4672780170548;32.4672780170548;32.4672780170548
60;60;NADAWANIE PROGRAMÓW OGÓLNODOSTĘPNYCH I ABONAMENTOWYCH;2018;28599.4;-2412.52;2406.67;164.0;128.0;-0.0843556158520808;0.7804878048780488;11622.06;19472.08;0.4063742595998518;0.6808562417393372;0.0841510661062819;0.1094208736069564;-0.875470222605741;0.1471951266564231;-0.0119058936308242;0.0836988568086184;1.0665807323129224;8.177987074725571;41.62184204193635;67.94702200023424;12.705374848616502;33.04738002569834;27.919652661934546;30.996289080192824;Branże ryzykowne / schyłkowe;2318.980626610876;2318.980626610876;2318.980626610876
64;64;FINANSOWA DZIAŁALNOŚĆ USŁUGOWA, Z WYŁĄCZENIEM UBEZPIECZEŃ I FUNDUSZÓW EMERYTALNYCH;2018;53009.63;6117.23;13137.82;889.0;594.0;0.1153984662786742;0.6681664791901012;293189.65;398622.06;5.530875239083918;7.519804609087066;0.2478383644632117;0.071054712868799;-0.1352912873203948;0.8122770183114558;0.0256318912036037;0.0291380299607293;3.317987444902526;8.1983344023655;83.40832395950505;24.0053643126752;25.473305300066876;30.7668713732507;19.85043173453896;26.400295517766004;Branże ryzykowne / schyłkowe;29457.58828892502;29457.58828892502;29457.58828892502
75;75;DZIAŁALNOŚĆ WETERYNARYJNA;2018;0.0;0.0;5.22;36.0;0.0;;0.0;0.0;0.0;;;inf;-0.3333333333333333;-0.3333333333333333;0.5221925633430777;0.0626585691826111;;0.0825233816247937;1.0519239260221631;0.0;;19.904399887732733;0.2794856578304995;8.277337132899742;3.478626247858197;Branże ryzykowne / schyłkowe;inf;inf;inf
94;94;DZIAŁALNOŚĆ ORGANIZACJI CZŁONKOWSKICH;2018;0.0;0.0;0.0;12.0;0.0;;0.0;0.0;0.0;;;;-0.3333333333333333;-0.3333333333333333;;-0.1264195352637011;;0.0275077938749312;1.0519239260221631;0.0;;;0.2684825402805271;0.315577177806649;0.2873203952909758;Branże ryzykowne / schyłkowe;11.159466957558548;11.159466957558548;11.159466957558548
6;6;GÓRNICTWO ROPY NAFTOWEJ I GAZU ZIEMNEGO;2018;0.0;0.0;0.0;6.0;0.0;;0.0;0.0;0.0;;;;;;;-0.2062994740159002;;0.0137538969374656;;0.0;;;0.0027507793874931;;0.0016504676324958;Brak danych;1.2721575144506472;1.2721575144506472;1.2721575144506472
7;7;GÓRNICTWO RUD METALI;2018;0.0;0.0;0.0;6.0;0.0;;0.0;0.0;0.0;;;;;;;-0.0914397035839301;;0.0137538969374656;;0.0;;;0.0027507793874931;;0.0016504676324958;Brak danych;1.4232189266243593;1.4232189266243593;1.4232189266243593
65;65;UBEZPIECZENIA, REASEKURACJA ORAZ FUNDUSZE EMERYTALNE, Z WYŁĄCZENIEM OBOWIĄZKOWEGO UBEZPIECZENIA SPOŁECZNEGO;2018;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;;;;;;0.0;;;;;0.0;;0.0;Brak danych;11.818181818181818;11.818181818181818;11.818181818181818
84;84;"ADMINISTRACJA PUBLICZNA I OBRONA NARODOWA; OBOWIĄZKOWE ZABEZPIECZENIA SPOŁECZNE";2018;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;;;;;;0.0;;;;;0.0;;0.0;Brak danych;15.272727272727273;15.272727272727273;15.272727272727273
97;97;GOSPODARSTWA DOMOWE ZATRUDNIAJĄCE PRACOWNIKÓW;2018;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;;;;;;0.0;;;;;0.0;;0.0;Brak danych;17.636363636363637;17.636363636363637;17.636363636363637
98;98;GOSPODARSTWA DOMOWE PRODUKUJĄCE WYROBY I ŚWIADCZĄCE USŁUGI NA WŁASNE POTRZEBY;2018;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;;;;;;0.0;;;;;0.0;;0.0;Brak danych;17.818181818181817;17.818181818181817;17.818181818181817
99;99;ORGANIZACJE I ZESPOŁY EKSTERYTORIALNE;2018;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;;;;;;0.0;;;;;0.0;;0.0;Brak danych;18.0;18.0;18.0
